Question,Labels,Annotation Type
ما مفعول تمرين الاسترخاء؟ هل يستمر مفعوله يوم ام يومين ام اسبوع ام ماذا؟ علشان انا بستخدمه لمعالجة الخوف,['No'],Pseudo-labeling
علطول بحس اني عاوزه ارجع وصداع ودوخه مستمر والضغط بيوطي لم اقف بحس اني مش مركزه,['No'],Pseudo-labeling
صدري تاعبني ومش باخد نفسي بقالي اسبوع والتحاليل والاشعه الدكتور بيقولي مفيهمش حاجه,['No'],Pseudo-labeling
"انا اعاني من قلة التركيز و الاستيعاب و كثرة النسيان و الخجل و ثقتي بنفسي ضعيفة و دائما وجهي احمر و أصبحت منعزل بسبب التنمر
وانا مدمن للعادة السرية هل لها تاثير على الذاكرة",['No'],Pseudo-labeling
اعراض اكتئاب وضيق تنفس وقلة رغبة في اكل وغثيان,['No'],Pseudo-labeling
هل هنالك فيتامينات تحارب القلق والخوف بدلا عن الادويه ؟,['No'],Pseudo-labeling
أنا أشك في أن لدي مرض نفسي فلما تحدث لي مشكلة بسيطة داخل الاسرة ألجأ الى الانتحار (احاول شنق نفسي او تناول حبات مسكنات الم مختلفة) لأرتاح من العذاب .واحس باني أكره نفسي بشدة. عمري 20 عاما وشكراا لكم,['Social|Relationship'],Pseudo-labeling
أعاني من عدم الشعور بالمسؤولية اتجاه دراستي و عملي و أرغب بوجود من هو أكبر مني ليتابعني في الدراسة و لكن في نفس الوقت اريد ان انجح بجهدي الشخصي و هذه السنة هي السنة الأخيرة في المدرسة اريد ان اصبح مهتمة أكثر بالدراسة و ان أشعل جو الحماس في داخلي,['Social|Relationship'],Pseudo-labeling
حاولت اخفف منه لفترات وتحسنت حالتي والآن احاول تركه.,['No'],Pseudo-labeling
أصبحت أرى الدنيا مظلمة فقدت كل ما يربطني بالسعادة بدأت افكر في الانتحار,['No'],Pseudo-labeling
كما ذكرت سبقا الاعراض انا عايزة اعرف اعمل ايه او ايع اللي حل اروح الدكتور نفسي ولا معالح علشان احل مشكلة العنف اولو حضرتكم ممكن تفيدوني انا عارفة المشكلة بسبب الاهل,['No'],Pseudo-labeling
اعاني من العصبية الشديدة واحيانا تاني افكار سئييه وانا عصبية قد تضل للقتل رغم اني اكره هذا السلوك العدواني ولكن هذل بسبل ابي لان التربية قائمه غلي الضرب والاهانه حتي مع امي,['Social|Relationship'],Pseudo-labeling
لقد وصف لي الطبيب دواء سيبرالكس ولكن انا خايف من ان استخدمه لاني قرأت ان لديه اعراض انسحابيه متعبه ..انا حقا خايف من استخدامه,['No'],Pseudo-labeling
لدي قريب مريض شيزوفرينيا الدكتور وصفله دواء olanzapine 5 مليغرام اخد جرعة زائدة 3 كبسولات ماذا نفعل ؟؟؟,['No'],Pseudo-labeling
جالى صداع ودوخه من امبارح وتعبانه جامد والله وكمان انا ف ثانويه عامه ومش عارفه اذاكر,['No'],Pseudo-labeling
انا مهووسة بالكتب واحب المطالعة مرة قرات ان عين الانسان ترمش 8 الاف مرة في اليوم واذا لم ترمش يحصل العمى خفت كثيرا وبقيت ارمش ارادي وكلما اقول لنفسي توقفي واقف ارمش تبدا عيني تدمع اصبت بوسواس واصبحت اراقبها كل اليوم واصبت بكابة وصداع اثر التفكير وكل ما اقرا اتذكر وانقهر اكثر حتى توقفت عن المطالعة,['No'],Pseudo-labeling
"السلام عليكم
إضطرابات في المشاعر افرح دون سبب أحزن دون سبب وتاتيني احيانا حالات من الضيق والغضب دون سبب.
احب مناظر الدماء والاجساد المقطعة ولا أخاف منها ولكني اتجنبها.
لا أستطيع البكاء.
هل اعاني من شيء ام انه مجرد وهم",['No'],Pseudo-labeling
الدوخه بعد الاستيقاظ و تظل معي طوال اليوم لا اعلم سببها هل هي بسبب الوسواس القهري ام شي عضوي علما انا لا اشعر بالارهاق احس فقط ان دماغي اصبحت ثقيله احس ب هذه الدوخه منذ اسبوعين,['No'],Pseudo-labeling
"السلام عليكم
ظهر في أسفل رقبتي شيء ككرة منتفخة مند أكثر من سنتين من الأن لا يألمني ولا أشعر حتى بتواجده لكنه يضهر فقط عندما أقوم ببلع شيء كما في الصورة 1 أو عندما أقوم برفع رأسي و أرجعه للخلف كما في الصورة 2 ، أخشى أن يكون شيء خطير",['No'],Pseudo-labeling
لدي خوف من الاستغراق في النوم يمنعني من النوم طويلا مع وجود قلق مستمر وكز على الاسنان وتساقط شعر غير مرضي مايزيد الأمر انتمي عائلة كبيرة مزعجة وفوضوية هل علاجي سلوك ام دوائي,['No'],Pseudo-labeling
ضيق صدر فقدان الشهيه ضيق تنفس خفقان خوف ملازمه لسريري اشعر بالخوف اذا ابتعدت عنه,['No'],Pseudo-labeling
"انا اعاني من صداع شديد في رأسي وفي بعض الاحيان تأتيني دوخة تفقدني توازني
وكذلك فشل و دوخة شديدة وعضلاتي مشدودة
و رجفة ونقص بصري وواصبحت متقلبة المزاج",['No'],Pseudo-labeling
اخي مصاب بالفصام و هو ايام الولى من دواء ريبيرال و بالامس ظهرت عليه حيث ظهرت تشنجات غير عادية و التواء في رجله و صحابها اظطراب في السلوك هل هذا امر عادي ؟,['No'],Pseudo-labeling
"توتر وقلق دايم بدون سبب واشعر بهالشي يرفرف في صدري
وخوف
واشعر دايما اني على عجله من امري حتى بالنوم ووقت الاسترخاء
عدم ثقه بالنفس نوعا ما
انفعاليه على اطفالي",['Social|Relationship'],Pseudo-labeling
اعاني من الملل من شهور وعدم الرغبه بالخروج من المنزل او استقبال احد بالمنزل ولاارغب بتواصل مع صديقاتي وكنت اعتذر باانشغالي ماكنت سابقاً هكذا امر بمرحله صعبه ولوم النفس,['Social|Relationship'],Pseudo-labeling
انا ثانوية عامة دية تاني سنة ليا وفي ظل الأجواء المحيطة مش عارف اذاكر اعاني من اضطراب لا أستطيع المذاكرة شخص اعاني من اكتئاب حاد بسبب ظروف كورونا وضعط الأسرة احتاج الي دواء,['No'],Pseudo-labeling
اعاني من خوف وقلق وتوتر وصدري مقبوض اشعر باني اخاف من كل جاحه حواليا واحساس بالخوف من كل شئ عندي حاله عياط وقله نوم,['No'],Pseudo-labeling
اعاني من اضطراب الهوية الجنسيه منذ اكثر من ٩ سنوات واهلي غير متقبلين فكرة اني اريد تصحيح جنسي مالحل ؟,['No'],Pseudo-labeling
اعاني منذ سنتين من اشياء غريبه ب يدي لما اشتغل بيدي كثير او احركها كثير او اكتب تجي حاله عصبيه ب اصابيعي يعني لو مثلا كملت كتابه يجي الم خفيف بعصبيه ب اصابيعي شيء غريب جداً,['No'],Pseudo-labeling
اعاني من اضطراب انيه يؤثر على حياتي بشكل غير مسبوق و اعاني من هذا المرض منذ ٧ سنين و الى الان لم اتشافا منه و لكن اعراضه تتزايد و اصبح يحكمني من طول اليوم الان تضهر افكار غريبه في عقلي و غير صحيحه لكن عقلي يستوعب هذه الافكار و انا حالياً في صف السادس احيائي و هذا الشي يؤثر على دراستي و حياتي اليوميه,['No'],Pseudo-labeling
اسفه ع السوال بس ولد عنده 14 سنة دايما بيتف غصب عنه سببه وعلاج يادكتور لو سمحت,['No'],Pseudo-labeling
كل شي افعله وكانما اشاهده من منظور ثاني مثلا عندما أدرس طلابي اسئلة نفسي هل انا أدرس جيدا هل هم يفهمون ما اقوله هل اني سريع بالتكلم او بطيئ جدا ومن ثم انسى ما كنت اقوله حتى بابسط الاشياء كالعاب الفديو هل انا جيد هل نسيت كيف العب هل انا اضيع وقتي هل هذا شي طبيعي ؟؟,['No'],Pseudo-labeling
اشعر بالضيق طول اليوم وما احس اني مرتاح نفسيا حاسس اني مكتأب مع ان مفيش احداث سلبيه بتحصل,['No'],Pseudo-labeling
"أمر في هذه الفتر مع ضغط العمل وكثرته بنسيان كثير وعدم الفهم لربما احياننا انساء بعض اغراضي ولا اشعر الا بوقت لاحق
وكما ايظن اثنا اعمل وخدمه العملاء مع الازدحام لا استطيع الفهم احياننا ف هل هناك شي مفيد يساعد من الجانب هذا وهل هناك علاج اساسي وليس موقت فقط فتره التعالج او الاستخدام",['No'],Pseudo-labeling
اني من الرهاب الاجتماعي باخدserpass تركيز100 نص قرص خدت علبه ووقفته ورجعت اخده تاني مش هعرف اتواصل مع دكتوري عايزة اعرف هستمر عليه لمدة اد ايه؟,['No'],Pseudo-labeling
امي حالتها غريبه من فتره دايم عصبيه ودايم مكتئبه ودايم تقول اننا نسرقها ونكذب عليها وهذا الكلام مو صحيح وشكها كثير وتحب الوحده والظلام وتحقد كثير عكس طبيعتها جداً وتنسى بنسبة ٣٠ بالمية,['No'],Pseudo-labeling
أنا أعاني من المازوخية الجنسية، وأقوم بمعالجة نفسي بنفسي ،عبر طرح الأسئلة على نفسي والبحث في طفولتي عن الأسباب، وأقوم بتصحيح أفكاري وضبط ذاتي .. فهل ما أفعله قد يكون كافياً ؟ ، وما هي المدة المتوقعة للشفاء ؟,['No'],Pseudo-labeling
انا بتكلم بخصوص بابا عنده ٨٠ سنة بيعانى من شهرين من وسواس وادى ذلك ال قلة النوه وفقدان الشهية والشعور بضيق فى التنفس واخز مهدء تركيزه نصف ملى ثم زود الجرعة ل ٣ ملى ولا يزال,['No'],Pseudo-labeling
"تفكير زائد عن الحد قلق و اضطراب لا أستطيع التركيز, أفكار سيئة و صارت لدي نظرة سوداوية للحياة, نوبات غضب لا أستطيع التحكم فيها سبق أن اذيت نفسي خلال احدى نوبات الغضب و حاولت الانتحار و كثيرا ما أفكر بايذاء الاخرين, أمارس حياتي بصفة عادية لكن ليس لدي رغبة في ذلك و لا أستمتع بها.",['No'],Pseudo-labeling
"اشعر بغثيان عند الحاجه الى التبرز وعند المشي لفترة في تلك الحالة قبل الاخراج اشعر بعدم التوازن او الشعور بفقدان السيطرة و السقوط لفترة وجيزة وبعد ذلك اسيطر على نفسي اشعر بأن ذلك مرتبط بقدمي الايسر, وغالبا ما اتجشيء او احتاج الى فعل ذلك لتخفيف الاعراض - وكل ما امر في فترة اكتئاب تزداد الحالة سوءا",['No'],Pseudo-labeling
"السلام عليكم
انا اتناول دواء بروزاك واشعر بتحسن كبير
هل تعود اعراض الاكتئاب بعد التوقف عن الدواء؟",['No'],Pseudo-labeling
أحيانا لا اشعر بالواقع ألذى اعيشه واشعر إن ما أراه لا افهمه و إن عقلى لا يستوعب ألذى يراه مثال لو أبنى يلعب لا اشعر بهذه اللحظه أنا أدرك انى أراه ولكن فى شيء ينقصنى حتى اشعر بوجود هذه اللحظه وعند القياده اشعر إن عينى لا تدرج إن المحيط بى واقع حقيقى لا أفهم مشكلتى وهذا مسببلى تعب شديد,['No'],Pseudo-labeling
انا أكلت ربع حبا مخدر اكستا احس للهلوسة وتفكير للجنون وعض أسناني كتير الي اول مرا أكله انا ليس مدمن اروجكم رد يا خواني وعمري 19 سنه,['No'],Pseudo-labeling
اقوم بلغظب على اتفه الاسباب وذالك بفعل واحساس نار تكون في راس المعده تسبب ظيق لي معا زعل ويكون مردودها غير مرغوب لي حيث يكون معى الاب الام الاولاد الزوجه ويزيد على ذالك السب والعن لمن هم من الزملاء والاصدقاء كي اقوم بستفزازهم لمدة اليد او المشاجره,['Social|Relationship'],Pseudo-labeling
اشعر بلقلق كتيرا بعض لاحيان لا اريد ان اتكلام مع احد بعض الاحيان احلم كتيرا وبعض الاحيان اشعر بالختنق و قلت اشهية,['No'],Pseudo-labeling
"طيلة شهر رمضان و قبله بشوية و انا انام على التاسعة صباحا و استيقظ على الخامسة مساءا , المشكلة الان انني لا أستطيع النوم و عندما انام لا انام كثيرا و عندما افكر في الامر و اقارن نومي مع غيري أشعر بالقلق و أقول ماذا لو لا انام اطلاقا اصبحت تخيفني الوضعية و اشعر بالغثيان , اخاف ان اجن من كثرة التفكير",['No'],Pseudo-labeling
هل متابعة مقاطع العنف والقتل امر طبيعي ؟ مع العلم انها بالواقع مرعبة وغير محتملة لكن من خلف الشاشة تكون ممتعة,['No'],Pseudo-labeling
لا أستطيع النوم حيث أضل أفكر في بعض الأشياء وأنام من الساعة الثانية عشر ليلا وأستيقظ الرابعة صباحا ولا أستطيع الخلود الى النوم.,['No'],Pseudo-labeling
فاجاه بلاقي عندي ضيق تنفس وصوت نفسي بيعلي وقلبي بيدق بسرعه الموضوع دا حصل بعد ما انتظمت ع الزاندول رحت للدكتور قالتلي من التوتر وكتبتلي اندرال بس لسه بتجيلي النوبات اي السبب؟,['No'],Pseudo-labeling
عدم الرغبة بالنهوض من السرير وصداع مستمر وفقدان الرغبة بالتحدث واهمال كل شيئ وفقدان الشهيه والأهم عدم الشعور بأي شيئ من المشاعر مثل تأنيب الضمير الحزن الفرح مثل الفراغ والتشتت عن كل شيئ والشعور بألم في المعده عند تناول الطعام والشعور بالدوار,['No'],Pseudo-labeling
احس اني بموت قريب واقل كلمه تأثر فيا والدنيا اشوفها حلم وابكي واحس فجأه بالضيق وسيبان الاعصاب والمغص وسد الشهيه موضوع تاعبني جداا وليا سنه ع الحال ده يجي ويروح,['No'],Pseudo-labeling
انا احس بتوتر طول الوقت وكان وراي شغل وانا فاضيه وعاطلة عن العمل تعبت حتى ما عاد احس بالحياة ودي ارتاح بدون قلق ماعرف حتى سببه ونومي صار سيء ما انام زين وش ممكن يكون فيني,['No'],Pseudo-labeling
"هل من الممكن ان يكون سبب الاصابة
ذاته هو سبب العلاج هناك مريض مصاب بالذهان منذ سنوات طويلة لكن الاعراض لديه ليست متفاقمة او كبيرة سبب الاصابة صدمة نفسية بسبب خسارة امه واخيه هل من الممكن ان يتعالج فقط بصذمة نفسية اخرى لان هذا ما حدث
صدمة سببت له مرض الذهان واخرى سبب شفائه نهائياً?",['No'],Pseudo-labeling
منذ5 شهور جالي ارق بسبب الامتحانات والامتحانات انتهت لكن الارق مستمر و بعد الارق بفترة قصيرة جالي تململ الساقين مما تسبب بزيادةالارق هل تململ الساقين بسبب القلق؟، والمفروض اعمل ايه انا تعبت نفسي ارجع انام زي الاول,['No'],Pseudo-labeling
اعاني من خوف من المستقبل توتر الم راس والتهاب اعصاب الرقبة وخوف من جنون دايما علماا اني مند سنتين وانا اتناول دواء ديبرتين ولا جدوا حالتي اسوا وفقدت وضيفتي زادة الاعراض,['No'],Pseudo-labeling
السلام عليكم ورحمة الله وبركاته اما بعد..قدرالله ومشاء فعل اتاني الم في لوح الكتف مما سبب لي اكتئاب وضيق بتنفس اتاني من قبل عام ورحل اللهم لك الحمد ورجع لي قبل شهرين.,['No'],Pseudo-labeling
من ١٠ ايام كنت اريد ان ابدا بشرب دواء السيبرللكس وقرات عنه انه يؤدي الى افكار سيئة واخذت حبة ومنذ ذلك الوقت وانا تاتيني افكار مختلفة انني ساقتل طفلي وانا خائفة جدا من نفسي,['No'],Pseudo-labeling
ضيقه هموم تفكير خمول رغم الجوع لا اكل يومين ماكلت واليوم بيصير الثالث,['No'],Pseudo-labeling
الضيقة وعدم المقدرة على مواجهة الناس وحب الانعزال,['No'],Pseudo-labeling
تعب في الساق واشعر ساقي لا تحملني بسهولة بعد تلقي خبر حزين وقلق ورغبة في البكاء و وسواس من تعب الساق رغم قناعتي ان المنشأ نفسي,['No'],Pseudo-labeling
من ساعتها و شعور بدوار متواصل و نوم كتير جدا هل ارجع لنفس الجرعة تاني عادي ؟,['No'],Pseudo-labeling
انا امرأة تزوجت منذ فترة، ألاحظ أن زوجي احيانا تصيبه حالة غريبة، يغضب بلا سبب و اشعر ان وجهه يصبح وجه رجل آخر و يبقى فترة هكذا يقول انه لا يشعر بمشاعر و يصبح متبلد و يفكر بالموت.. لا يبدو عليه انه اكتئاب لانه انسان ناجح في حياته ماشاءالله لكنه ليس اجتماعي كثيرا، هو غريب اطوار لكني أخشى انه مضطرب,['Social|Relationship'],Pseudo-labeling
اشعر كثير بالخوف والقلق والتوتر والخوف من الليل والخوف من المرض وعدم استحمالى للصدمات ودائما المعدة لدى والكولون العصبي دائما عند سماعى اى خبر مما يؤثى على بالتوتر الدائم,['No'],Pseudo-labeling
كنت ف السابق اجتماعية بالرغم من شخصيتي الحساسة ، اما الان اعيش حالة قلق من أجرح أو اُجرح واحلل كل صغيرة و كبيرة حتى ابكي ، اصبح من حولي يلاحظون تغيري واخشى ان اتدهور نفسياً,['Social|Relationship'],Pseudo-labeling
"السلام عليكم
مشكلتي في الصغر اصبت بالصرع و رافتني مشاكل اسرية عويصة ادى الى اصابتي بفوبيات و خوف قلق...
دائما ما اخاف من الموت الاختناق اخاف ان افعل شيء و اختنق او اموت
منذ بداية رمضان تحدت معي حالة اخاف بعد اذان الفجر يضيق صدري و اشعر بحالة هيسترية لكن في الصباح لا يحص لي شيء سوى اتناء الفجر","['Religion', 'Social|Relationship']",Pseudo-labeling
لا يوجد اعراض ولكن تحسبا للمستقبل هل هناك اثار للعادة السرية,['No'],Pseudo-labeling
زوجي يعاني من التهاب بروستاتا وياخذ لها علاج منذو ٦شهور بين الحين والاخر منذو اسبوعين بدات عليه اعراض اكتئاب وقلق ولخبطه في النوم,['No'],Pseudo-labeling
"تاتي حالة شبه يومية وهي عبارة عن عدم التحكم في مركز الرؤية في العين دائما يكون في أعلى العين ولا أستطيع التحكم به.
علما بأني أعاني حالة نفسية من الوسواس القهري والقلق والخوف.
وشكراً",['No'],Pseudo-labeling
انا في عمري 27 سنة. لدي مشكل في النوم يبقى مخي يفكر كتير مبعرفش أنام أبدا وهذا بدأ يؤثر علي وقلب حياتي دائما مكتئبة و بحس بخمول طبيب مختص أعطاني منوم إسمو زوليدرات لما شربتو حسيت بفرق يعني مش مدمنة عليه أشربو وقت الحاجة بيقولو المنوم ده يؤدي للوفاة وذبحات صدرية مرات بقعد يوم كامل بدون نوم بخاف أشربو,['No'],Pseudo-labeling
انا عندي فوبيا من الخطوط العامه والاماكن المغلقة يجيني ضيق بالتنفس ابتعدت عن البيت حتى لو مسافه قليله ابغى استشاري يعالجني مخاطبه يبعدني من الفوبيا لان هذا حدث جديد عليا,['No'],Pseudo-labeling
اعاني في اغلبية الوقت من الارق و صعوبة في النوم، كما اني تعرضت لثلاث نوبات من الوسواس اخرها اني كنت اشك في خطيبتي و تسببت في انفصالنا، و لدي رعشة في يدي تصير مثل باركينسون عند التوتر الشديد، و الشقيقة من حين لاخر، و عندما اتعاطى الحشيش اشعر اني قد افقد عقلي و تصير دقات قلبي مخيفة،,['No'],Pseudo-labeling
انا عندي توتر مستمر وعند احساس اني وحيدة او اني شخص مش كويس لاسبب اني اصحابي بعد وقت قصير بيبعدوا عني رغم اني من الأشخاص اللي بيهتموا بغيرهم وعلي طول بسال عليهم انا محتاجة طبيب نفسي او طبيبة,['Social|Relationship'],Pseudo-labeling
"اخي مريض ذهان ,حالته اذدادت بشده وهو الان في مشفى الامراض النفسيه باوروبا منذ شهر كامل. بالبدايه كان يعطوه حبتين دواء في اليوم اما الان يعطونه 7 حبات في اليوم الواحد, سوف ارفق لكم صوره عن اسماء ووقت اخذ هذه الادويه. سؤالي هو هل بما يقومون به صحيح ولا خطر على اخي من كثرة هذه الأدوية؟",['No'],Pseudo-labeling
ضيقة مفاجئة والرغبة بالانتحار,['No'],Pseudo-labeling
ذكر/٣١ سنة/لايوجد أمراض مزمنة لدي اعراض ايذاء النفس وراجعت احد الاطباء النفسيين منذ ٥ اشهر فوصف لي حبوب لوسترال ٥٠ بدأت الجرعات بنصف حبه وحاليا حباين من ٣ شهور لكن مازالت عملية ايذاء النفس مستمره وتزداد هل من بديل لوسترال يكون نتائجه افضل هل يعتبر دواء انافرانيل٥٠ بديل لوسترال وكم الجرعة ؟,['No'],Pseudo-labeling
بحس نفسي اليوم كلو ف دوامه مفيش تركيز خالص وده غظب عني مش بمزاجي وبحاول اركز ع قد مقدر مش قادر وفيه خمول بحس نفسي مرهق ومعا اني مبذلتش اي مجهود,['No'],Pseudo-labeling
آلام شديده في الظهر آلام شديدة في كل عضلات الجسم آلام شديدة في الرأس آلام شديدة في كل اعصاب الجسم عدم القدره على إنجاز أي مهام عدم القدرة على التركيز والتذكر ألشعور بالقلق والخوف نغزات قوية فوق منطقة القلب آلام شديدة في منطقة الكتفين والرقب,['No'],Pseudo-labeling
انا بفكر با استمرار تفكير سلبي بالذات في المواقف اللي بتضايقني وفي نفس الوقت مش عارف احلها في شعور بالخوف جوايا مش عارف ليه لا عارف ابطل تفكير ولا عارف احل اعمل ايه,['No'],Pseudo-labeling
اعاني اني لا امشي بجانب المستشفيات لخوفي لها واذا سقط شيء بالأرض اتخلص منه ولا المسه لاني اوسوس انه وسخان ولا المس الناس والفلوس لاني اوسوس انهم وسخين وابكي حين سماعي للامراض,['No'],Pseudo-labeling
صديقتي تكره نفسها كثير وتشعر برغبه شديده في ضرب نفسها او جرحها او الموت او الهروب او النسيان فماذا يجب ان افعل لها,['Social|Relationship'],Pseudo-labeling
أرق وظيق في التنفس هوس التفكير ولا استطيع ان اكل الطعام او اتحدث مع اي شخص تعب وتفكير وخيالات ليس له وجود ظيق في التنفس منعزلة دائما عن كل شي,['No'],Pseudo-labeling
انا طالبة مدرسه حلمي اكون طبيبة لما لك احقق ذلك عدت المرحله الدراسيه .ولكن الان لم يبقى لي غير شهرين قبل الامتحانات وانا لم اعد بتلك الحماسه والاصرار ارجوكم انصحوني لااعود الى رشدي واحقق حلمي واصبح مثلكم طبيبه,['No'],Pseudo-labeling
اعاني من أرق والتفكير في الأشياء صارت ومواقف على طول والصداع ماصار يروح بي أي مسكن,['No'],Pseudo-labeling
اسمع اصوات اشخاص يكلموني واحس وارا امور غريبه,['No'],Pseudo-labeling
اذا خفت وقلقت جنبي يعورني ولااقدر اتنفس واخاف ويدي تعرق واوسوس ماذا علي ان افعل,['No'],Pseudo-labeling
فهل هذا يدل على وجود شذوذ جنسي مع اني والله لا اشعر انني شاذ جنسيا فانا والحمد لله بالواقع انجذب الى النساء لكن اريد الاطمءنان فانا بالرغم من معرفة نفسي الا انني اصبحت اشك بنفسي مع العلم عمري ١٦ عاما وهل سياتي يوم واحتلم بالنساء,"['Culture|Norms and Morals', 'Social|Relationship']",Pseudo-labeling
احياناً اعصب على زوجي بدون سبب بس لاني اتذكر شغله سواها قبل ودايم متوتره وخايفه واحس حاجه بتنفجر او اموت واحلامي كلها كوابس واحيانا ملل يصير فيني من ادخل الفراش,['Social|Relationship'],Pseudo-labeling
اتخيل اشياء كثير مثلا اني انسانة اخرى واعيش غير حياة وقد تتطور الاحداث واراه كسيناريو كامل في رائسي وكل مرة اغير الشخصيات واتعلق بهم الى ان انهي القصة اللتي اتخيلهة كاني أشاهد مسلسل حب. احيانا اضيع وقتي بهذه التخيلات اهي شيء يستدعي مراجعة الطبيب واحلم كوابيس كثيرة,['No'],Pseudo-labeling
التعب والارهاق والصداع الخفيف والكسل والخمول والخوف والتردد والتوتر وانعدام الثقه بالنفس والافكار الكثيره مشاكل يوميه تتعلق فيني,['No'],Pseudo-labeling
"مرض ثنائي القطب .. الاضطراب الوجداني
حصل لأخي قبل 5 سنوات واخذ العلاج وتحسن وبعدها بثلاثة شهور توقف عن العلاج
الان في 2020 بدأ يتحدث كثيرا وله 10 ايام لا ينام",['No'],Pseudo-labeling
قله الكلام مع جميع الناس واحمرار الوجه والتوتر يوميا والبكاء شبه يومي والارق عند النوم قله الثقه بالنفس عدم الاحساس بالقيمه وافكار انتحار عند التجمعات تكثر غازات في البطن وكثره الذهاب للحمام وظهور حبوب في فروة الرأس وحكها بستمرار,['Social|Relationship'],Pseudo-labeling
السن24عام عدم السيطرة على العقل في تخيل المواقف التي تحدث يوميا واعادة تمثيلها بمفردي والتحدث مع نفسي وكأن احد معي ادرك انني بمفردي ولا ارى احد,['No'],Pseudo-labeling
الأعراض متنوعة وهي أعراض الرهاب الاجتماعي المعروفة الخوف من المواجهة والالقاء في التجمعات والربكة والتلعثم وغيرها .,['No'],Pseudo-labeling
صرفت لي الابرة اثناء ولادتي وبعد ربع ساعه او اقل بدأت افقد السيطرة على نفسي واصبت بهلع شديد وعدم تحكم بالنفس وبكاء ودوخه وزغلله ف النظر وعدم توازن هل معنى هذا تحسس ؟,['No'],Pseudo-labeling
دائما اشعر بالنشاط الزياده داخل المخ واحيانا اسمع صوت التدفقات اعتقد انها تدفقات للدم واحيانا اخرى اقوم زي الانصات والاستماع لصوتي دون الكلام,['No'],Pseudo-labeling
انا اخذ remeron 30 مره بالمساء قبل النوم حسب وصفة الطبيب بعد ٣اسابيع نومي تغير كان بال ١٢ ليلا اصبح ٦ صباحا هل يجب تغير موعد اخذ الدواء,['No'],Pseudo-labeling
"السلام عليكم
لدي استفسار.. أعاني من العصبية الشديدة وتم استخدام عدة طرق لعلاجها ولكن دون فائدة.. سؤالي هل توجد أقراص يمكن أخذها لعلاج العصبية الشديدة",['No'],Pseudo-labeling
اعاني من الالم النفسي منذ سنه تعالجت لمدة ٤ اشهر ثم تركت بعد ان تحسنت حالتي ولان رجعت لي الحاله واشعر بالحزن والبكاء وبسبب الضروف لاتوجد عيادات اخصائيه مفتوحه ارجو مساعدتي,['No'],Pseudo-labeling
كنت اعاني من بعض الهلاوس والتفكير المضطرب وتركيز في أقل التفاصيل وعدم راحة ونوم أيضا اخدت سيكولانز بمراجعة طبيب والان اسأل عن كيفية سحب الدوا من جسدي كيف اوقف العلاج بالتدريج,['No'],Pseudo-labeling
مخنوقه دائما من غير سبب بتوتر كتير اعصابي تعباني بكره الحياه كتير,['No'],Pseudo-labeling
لا أفهم ما يدور حولي من الجميع وأصدقائي يضحكون على وأهلي يتنمرون ويضربونني وأشعر اني في دوامه الزمن عايش نفس السيناريو وهم الي المتحكمين وبدأت مرحله متشرد منبوذ,['Social|Relationship'],Pseudo-labeling
قمت بعمل تحليل دم كامل لمدة شهرين متتاليين الشهر السابق كانت 18.9 والشهر الحالي قمت به وكانت.16 ما سبب النقصان مع العلم ذهبت لدكتور باطنة وذهبت لآخر لم يعطوني حل الاول طلب مني تحليل tshوالثاني قال لي من النفسية وااكتئاب لأنني تعرضت لضغط نفسي شديد منذ شهرين هل أنا في خطر حالتي النفسية,['No'],Pseudo-labeling
انا مدمن اباحية وعادة سرية ، و سمعت نصيحة من احد معلاجي الادمان أن مضادات الاكتئاب (SSRI) سوف تساعدني على ترك الادمان خصوصا انها مثبطة جنسية، فكيف احصل على روشتة تسمح لي بصرف العلاج .,['No'],Pseudo-labeling
السلام عليكم، أنا شاب من الجزائر 22 سنة، أعاني بشكل كبير من الخجل الشديد وانعدام الثقة في النفس، في كثير من المواقف التي احتاج ان اتكلم فيها احس بأن صوتي منعزل ولا استطيع الكلام، ولا استطيع ان ادافع على نفسي في الموقف الذي يحتاج ذلك، كما ان لدي حاجز كبير مع عائلتي، أرجو منكم الرد,['Social|Relationship'],Pseudo-labeling
"اخي بدأ بتناول دواء risperdal 4 mg منذ يومين او ثلاثة بعد تشخيص حالته
بالفصام
ثم بدأت تظهر عليه عدم قدرة على تحرك اللسان وتشنج بالاطراف يشبه الشلل
عمره ٢٠
هل نخفف الجرعة ام نوقف الدواء ام يوجد دواء مضاد ؟
علما انه لم نتمكن من الوصول الى الطبيب المشرف على حالته",['No'],Pseudo-labeling
اعاني من دوخة لبعض الثواني تراودني فيها افكار غريبة وغير واقعية وكأني اغيب عن الوعي واعود ولا استطيع تذكر هذه الافكار التي كانت تأتيني.,['No'],Pseudo-labeling
نفسيتي زفت متدمر بمعني الكلمة بتعامل وحش مع ناس كتير بخسر صحابي البنات و الولاد بخسر كل اللي حواليا ربنا مش بيوفقني و دايما حاسس بضعف اني مش قادر اقاوم المرض دا بعيط كتيير,['Social|Relationship'],Pseudo-labeling
لما انفرد ابكي لكن امام اهلي اتعامل ببرود كبير وتجاهل للظرف واحيانا تجيني عصبية ع امور تافهة ما الحل,['Social|Relationship'],Pseudo-labeling
لا استطيع النوم رغم نعاسي الشديد ومحاولاتي وذلك يتعبني جدا,['No'],Pseudo-labeling
